sciName,id,phylosort,mainCommonName_EN,otherCommonName_EN,subclass,infraclass,magnorder,superorder,taxonOrder,suborder,infraorder,parvorder,superfamily,taxonFamily,subfamily,tribe,genus,subgenus,specificEpithet,authoritySpeciesAuthor,authoritySpeciesYear,authorityParentheses,originalNameAsDescribed,authoritySpeciesCitation,authoritySpeciesLink,typeVoucher,typeKind,typeVoucherURIs,verbatimTypeLocality,typeLocalityLatitude,typeLocalityLongitude,nominalNames,taxonomyNotes,taxonomyNotesCitation,distributionNotes,distributionNotesCitation,subregionDistribution,countryDistribution,continentDistribution,biogeographicRealm,iucnStatus,extinct,domestic,flagged,CMW_sciName,diffSinceCMW,MSW3_matchtype,MSW3_sciName,diffSinceMSW3,...51,authority,scientificNameAuthorship,externalTaxonIdentifiers,taxonClass,species
Pipistrellus_stenopterus,1005637,23,Narrow-winged Pipistrelle,Malayan Noctule,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Pipistrellini,Pipistrellus,NA,stenopterus,Dobson,1875,1,Vesperugo stenopterus,"Dobson, G.E. 1875-10. Descriptions of new or little-known species of bats of the genus _Vesperugo_. Proceedings of the Zoological Society of London 1875(3):470-474.",https://www.biodiversitylibrary.org/page/28501719,BMNH:Mamm:1872.8.19.17,holotype,https://data.nhm.ac.uk/object/11bfdfc8-99cf-477b-9d63-30917ced0c41,"""Sarawak, Borneo,"" Malaysia.",NA,NA,"stenopterus (Dobson, 1875)",NA,NA,NA,NA,NA,Malayan Noctule,Asia,Indomalaya,LC,0,0,0,Pipistrellus_stenopterus,0,sciname match,Pipistrellus_stenopterus,0,NA,Dobson,"(Dobson, 1875)",mdd:1005637,Mammalia,Pipistrellus stenopterus
Scotophilus_collinus,1005683,23,Sody's Yellow Bat,Sody's Yellow House Bat,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Scotophilini,Scotophilus,NA,collinus,Sody,1936,0,Scotophilus temmincki collinus,"Natuurk. Tijdschr. Ned.-Ind., vol. 96, 48",NA,"RMNH.MAM.29842.a, RMNH.MAM.29842.b",holotype,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.29842.a | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.29842.b,"Djembrana (= Jembrana Regency), ca. 50 m, Bali, Indonesia.",NA,NA,"collinus Sody, 1936","may be included as a synonym of S. kuhlii, but the species is tentatively retained hereuntil molecular data is used to determine its species status","Tu, V. T., Görföl, T., Csorba, G., Arai, S., Kikuchi, F., Fukui, D., ... & Hassanin, A. Integrative taxonomy and biogeography of Asian yellow house bats (Vespertilionidae: Scotophilus) in the Indomalayan Region. Journal of Zoological Systematics and Evolutionary Research, 00, 1-24.",NA,NA,NA,Sody's Yellow House Bat,Asia|Oceania,Indomalaya|Australasia,LC,0,0,0,Scotophilus_collinus,0,sciname match,Scotophilus_collinus,0,NA,Sody,"Sody, 1936",mdd:1005683,Mammalia,Scotophilus collinus
Scotophilus_kuhlii,1005687,23,Lesser Asian Yellow Bat,Lesser Asian House Bat|Lesser Asiatic Yellow House Bat,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Scotophilini,Scotophilus,NA,kuhlii,Leach,1821,0,Scotophilus Kuhlii,"Leach, W.E. 1821-06-21. The characters of three new genera of bats without foliaceous appendages to the nose. Transactions of the Linnean Society of London 13(1):69-72.",https://www.biodiversitylibrary.org/page/754799,BMNH:Mamm:2003.56,holotype,https://data.nhm.ac.uk/object/1797a1fe-c016-4992-814b-b7708594089d,India.,NA,NA,"kuhlii Leach, 1821|temminckii (Horsfield, 1824)|frederici (Lesson, 1836)|castaneus J. E. Gray, 1838 [nomen nudum]|sumatrana J. E. Gray, 1838 [nomen nudum]|fulvus (J. E. Gray, 1842) [nomen nudum]|fulvus J. E. Gray, 1843 [nomen nudum]|castaneus (Horsfield, 1851)|swinhoei (E. Blyth, 1860)|wroughtoni O. Thomas, 1897|consobrinus J. A. Allen, 1906|gairdneri Kloss, 1917|panayensis (Sody, 1928)|solutatus Sody, 1936|kuhli Honacki, Kinman, & Koeppl, 1982 [incorrect subsequent spelling]","may included S. collinus as a synonym, but the species is tentatively retained here until molecular data is used to determine its species status","Tu, V. T., Görföl, T., Csorba, G., Arai, S., Kikuchi, F., Fukui, D., ... & Hassanin, A. Integrative taxonomy and biogeography of Asian yellow house bats (Vespertilionidae: Scotophilus) in the Indomalayan Region. Journal of Zoological Systematics and Evolutionary Research, 00, 1-24.",NA,NA,NA,Lesser Asian House Bat;Lesser Asiatic Yellow House Bat,Asia,Indomalaya|Palearctic|Australasia,LC,0,0,0,Scotophilus_kuhlii,0,sciname match,Scotophilus_kuhlii,0,NA,Leach,"Leach, 1821",mdd:1005687,Mammalia,Scotophilus kuhlii
Hypsugo_imbricatus,1005718,23,Brown Pipistrelle,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Hypsugo,NA,imbricatus,Horsfield,1824,1,Vespertilio imbricatus,"Horsfield, T. 1824-09. No. VIII. _Sciurus bicolor_. _Mus setifer_. _Vespertilio Temminckii_. _Cheiromeles torquatus_. _Prinia familiaris_. _Perdix personata_. _Parra superciliosa_. _Anas arcuata_. in Horsfield, T. 1824. Zoological Researches in Java, and the Neighbouring Islands. Kingsbury, Parbury, & Allen, London, not continuously paginated pp.",https://www.biodiversitylibrary.org/page/31111915,BMNH:Mamm:1879.11.21.108,holotype,https://data.nhm.ac.uk/object/4bb54388-8cfc-4512-a472-b5f8f8005356,"Java, Indonesia.",NA,NA,"imbricatus (Horsfield, 1824)",NA,NA,NA,NA,NA,NA,Asia,Indomalaya|Australasia,LC (as Pipistrellus imbricatus),0,0,0,Hypsugo_imbricatus,0,sciname match,Hypsugo_imbricatus,0,NA,Horsfield,"(Horsfield, 1824)",mdd:1005718,Mammalia,Hypsugo imbricatus
Hypsugo_kitcheneri,1005719,23,Red-brown Pipistrelle,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Hypsugo,NA,kitcheneri,O. Thomas,1915,1,Pipistrellus kitcheneri,"Thomas, O. 1915-02-01. On bats of the genera _Nyctalus_, _Tylonycteris_, and _Pipistrellus_. Annals and Magazine of Natural History (8)15(86):225-232.",https://www.biodiversitylibrary.org/page/24255799,BMNH:Mamm:1910.4.5.55,holotype,https://data.nhm.ac.uk/object/2b0c8048-a641-469e-b71a-b5e4a9019796,"""Boentok, Barito River [Central Kalimantan, Borneo]. Alt. 20' [= 6 m].""",NA,NA,"kitcheneri (O. Thomas, 1915)",NA,NA,NA,NA,NA,NA,Asia,Indomalaya,DD,0,0,0,Hypsugo_kitcheneri,0,sciname match,Hypsugo_kitcheneri,0,NA,Thomas,"(Thomas, 1915)",mdd:1005719,Mammalia,Hypsugo kitcheneri
Hypsugo_macrotis,1005722,23,Big-eared Pipistrelle,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Hypsugo,NA,macrotis,Temminck,1840,1,Vespertilio macrotis,"Temminck, C.J. 1840. Livraison 3. Pp. 141–272 in Temminck, C.J. 1835-1841. Monographies de Mammalogie. Tome second. C. C. van der Hoek, Leiden, 392 pp.",https://archive.org/details/monographiedema00temmgoog/page/140/mode/2up,"RMNH.MAM.35448, RMNH.MAM.35449, RMNH.MAM.35469, RMNH.MAM.35470, RMNH.MAM.35471",syntypes,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35448 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35449 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35469 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35470 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35471,"""le district de Padang, ile de Sumatra,"" Indonesia.",NA,NA,"macrotis (Temminck, 1840)|curtatus (G. S. Miller, 1911)",NA,NA,NA,NA,NA,NA,Asia,Indomalaya,DD,0,0,0,Hypsugo_macrotis,0,sciname match,Hypsugo_macrotis,0,NA,Temminck,"(Temminck, 1840)",mdd:1005722,Mammalia,Hypsugo macrotis
Hypsugo_mordax,1005723,23,Pungent Pipistrelle,Fungus Pipistrelle,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Hypsugo,NA,mordax,W. C. H. Peters,1866,1,Vesperugo mordax,"Peters, W.C.H. 1866. Hr. W. Peters machte eine Mittheilung über neue oder ungenügend bekannte Flederthiere (_Vampyrops_, _Uroderma_, _Chiroderma_, _Ametrida_, _Tylostoma_, _Vespertilio_, _Vesperugo_) und Nager (_Tylomys_, _Lasiomys_). Monatsberichte der Königlichen Preussischen Akademie der Wissenschaften zu Berlin 1866:392-411.",https://www.biodiversitylibrary.org/page/39052964,ZMB 2559,holotype,NA,"Java, Indonesia.",NA,NA,"maderaspatanus (J. E. Gray, 1843) [nomen nudum]|mordax (W. C. H. Peters, 1866)",moved from Falsistrellus to Hypsugo,"Górfól, T., & Csorba, G. (2018). Integrative taxonomy places Asian species of Falsistrellus (Chiroptera: Vespertilionidae) into Hypsugo. Mammalian Biology, 93(1), 56-63.",NA,NA,NA,Fungus Pipistrelle,Asia,Indomalaya,DD (as Falsistrellus mordax),0,0,0,Hypsugo_mordax,0,sciname match,Falsistrellus_mordax,0,NA,Peters,"(Peters, 1866)",mdd:1005723,Mammalia,Hypsugo mordax
Hypsugo_petersi,1005725,23,Peters's Pipistrelle,North Wallacean Pipistrelle|Wallacean Chocolate Pipistrelle|Woolly Pipistrelle,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Hypsugo,NA,petersi,A. B. Meyer,1899,1,Vesperugo petersi,"Meyer, A.B. 1899. Säugethiere vom Celébes- und Philippinen-Archipel. II. Celébes-Sammlungen der Herren Sarasin. Abhandlungen und Berichte des königlichen zoologischen und anthropologisch-ethnographischen Museums zu Dresden 7(7):1-55.",https://www.biodiversitylibrary.org/page/33471547,lost (number not known),holotype,NA,"Minahassa, northern Sulawesi, Indonesia.",NA,NA,"petersi (A. B. Meyer, 1899)",moved from Falsistrellus to Hypsugo,"Górfól, T., & Csorba, G. (2018). Integrative taxonomy places Asian species of Falsistrellus (Chiroptera: Vespertilionidae) into Hypsugo. Mammalian Biology, 93(1), 56-63.",NA,NA,NA,North Wallacean Pipistrelle;Wallacean Chocolate Pipistrelle;Woolly Pipistrelle,Asia|Oceania,Indomalaya|Australasia,DD (as Falsistrellus petersi),0,0,0,Hypsugo_petersi,0,sciname match,Falsistrellus_petersi,0,NA,Meyer,"(Meyer, 1899)",mdd:1005725,Mammalia,Hypsugo petersi
Hypsugo_vordermanni,1005728,23,Vordermann's Pipistrelle,White-winged Pipistrelle,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Hypsugo,NA,vordermanni,Jentink,1890,1,Vesperugo vordermanni,"Jentink, F.A. 1890. On a collection of mammals from Billiton. Notes from the Leyden Museum 12:149-154.",https://www.biodiversitylibrary.org/page/9644949,"RMNH.MAM.35570.a, RMNH.MAM.35570.b",holotype,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35570.a | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35570.b,"Belitung Island, Indonesia.",NA,NA,"vordermanni (Jentink, 1890)",NA,NA,NA,NA,NA,White-winged Pipistrelle,Asia,Indomalaya,DD,0,0,0,Hypsugo_vordermanni,0,sciname match,Hypsugo_vordermanni,0,NA,Jentink,"(Jentink, 1890)",mdd:1005728,Mammalia,Hypsugo vordermanni
Nyctophilus_bifax,1005754,23,Eastern Long-eared Bat,Bifax Long-eared Bat,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Nyctophilus,NA,bifax,O. Thomas,1915,0,Nyctophilus bifax,"Thomas, O. 1915-05-01. Notes on the genus _Nyctophilus_. Annals and Magazine of Natural History (8)15(89):493-499.",https://www.biodiversitylibrary.org/page/24256066,BMNH:Mamm:1915.3.13.3,holotype,https://data.nhm.ac.uk/object/55a2b87e-2f3b-47d2-b895-d2058027bf4b,"""Herberton,"" Far North Queensland, Australia.",NA,NA,"bifax O. Thomas, 1915",previously included N. daedalus,"Parnaby, H. E. (2009). A taxonomic review of Australian Greater Long-eared Bats previously known as Nyctophilus timoriensis (Chiroptera: Vespertilionidae) and some associated taxa. Australian Zoologist, 35(1), 39-81.",NA,NA,NA,Bifax Long-eared Bat,Oceania,Australasia,LC,0,0,0,Nyctophilus_bifax,0,sciname match,Nyctophilus_bifax,0,NA,Thomas,"Thomas, 1915",mdd:1005754,Mammalia,Nyctophilus bifax
Nyctophilus_heran,1005759,23,Sunda Long-eared Bat,Sundan Long-eared Bat,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Nyctophilus,NA,heran,"D. J. Kitchener, How, & Maharadatunkamsi",1991,0,Nyctophilus heran,"Kitchener, D.J., How, R.A. and Maharadatunkamsi. 1991. A new species of _Nyctophilus_ (Chiroptera: Vespertilionidae) from Lembata Island, Nusa Tenggara, Indonesia. Records of the Western Australian Museum 15(1):97-107.",https://www.biodiversitylibrary.org/page/53885698,WAM M32252,holotype,NA,"""Kampong Merdeka, Desa Hadakewa, Pulau Lembata, Nusa Tenggara [= Lesser Sunda Islands], Indonesia (08°22'S, 123°31'E) … at sea level.""",-8.36667,123.5167,"heran D. J. Kitchener, How, & Maharadatunkamsi, 1991",may be conspecific with N. timoriensis,"Parnaby, Harry E., and Kristofer M. Helgen. 2023. Rediscovery of the long-eared bat genus Nyctophilus (Chiroptera: Vespertilionidae) in Timor and a reassessment of Nyctophilus timoriensis. In Contributions to Mammalogy and Zooarchaeology of Wallacea, ed. K. M. Helgen and R. K. Jones. Records of the Australian Museum 75(5): 629–652.",NA,NA,NA,Sundan Long-eared Bat,Asia,Australasia,DD,0,0,0,Nyctophilus_heran,0,sciname match,Nyctophilus_heran,0,NA,"Kitchener, How, & Maharadatunkamsi","Kitchener, How, & Maharadatunkamsi, 1991",mdd:1005759,Mammalia,Nyctophilus heran
Nyctophilus_microtis,1005763,23,Papuan Long-eared Bat,New Guinea Long-eared Bat|Small-eared Nyctophilus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Nyctophilus,NA,microtis,O. Thomas,1888,0,Nyctophilus microtis,"Thomas, O. 1888-09-01. Description of a new bat of the genus _Nyctophilus_. Annals and Magazine of Natural History (6)2(9):226.",https://www.biodiversitylibrary.org/page/25123274,BMNH:Mamm:1888.4.14.1,holotype,https://data.nhm.ac.uk/object/8f213f71-c6be-426e-ba0e-13777cfa3d4e,"""Sogere, South-east New Guinea [= Papua New Guinea].""",NA,NA,"microtis O. Thomas, 1888|bicolor O. Thomas, 1915|lophorhinus (McKean & Calaby, 1968)",NA,NA,NA,NA,NA,New Guinea Long-eared Bat;Small-eared Nyctophilus,Oceania,Australasia,LC,0,0,0,Nyctophilus_microtis,0,sciname match,Nyctophilus_microtis,0,NA,Thomas,"Thomas, 1888",mdd:1005763,Mammalia,Nyctophilus microtis
Nyctophilus_timoriensis,1006820,23,Timor Long-eared Bat,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Nyctophilus,NA,timoriensis,É. Geoffroy Saint-Hilaire,1806,1,Vespertilio timoriensis,"Geoffroy Saint-Hilaire, É. 1806. Mémoire sur le genre et les espèces de Vespertilion, l'un des genres de la famille des chauve-souris. Annales du Muséum d'histoire naturelle 8:187-205.",https://www.biodiversitylibrary.org/page/29407870,MNHN-ZM-MO-1990-36,holotype,http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1990-36,locality unknown; possibly Timor.,NA,NA,"timoriensis (É. Geoffroy Saint-Hilaire, 1806)","previously included N. major, N. sherrini, and populations now attributed to N. corbeni and N. shirleyae; was considered a nomen dubium until the species was rediscovered on Timor, however, this taxon and N. heran may be conspecific","Parnaby, Harry E., and Kristofer M. Helgen. 2023. Rediscovery of the long-eared bat genus Nyctophilus (Chiroptera: Vespertilionidae) in Timor and a reassessment of Nyctophilus timoriensis. In Contributions to Mammalogy and Zooarchaeology of Wallacea, ed. K. M. Helgen and R. K. Jones. Records of the Australian Museum 75(5): 629–652.",NA,NA,NA,NA,Asia,Australasia,NE,0,0,0,NA,1,sciname match,Nyctophilus_timoriensis,0,NA,Geoffroy Saint-Hilaire,"(Geoffroy Saint-Hilaire, 1806)",mdd:1006820,Mammalia,Nyctophilus timoriensis
Philetor_brachypterus,1005769,23,Rohu's Bat,Narrow-winged Brown Bat|Narrow-winged Pipistrelle|Short-winged Pipistrelle,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Philetor,NA,brachypterus,Temminck,1840,1,Vespertilio brachypterus,"Temminck, C.J. 1840. Livraison 3. Pp. 141–272 in Temminck, C.J. 1835-1841. Monographies de Mammalogie. Tome second. C. C. van der Hoek, Leiden, 392 pp.",https://archive.org/details/monographiedema00temmgoog/page/140/mode/2up,"RMNH.MAM.35155.a, RMNH.MAM.35155.b",holotype,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35155.a | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35155.b,"""le district de Padang,"" Sumatra, Indonesia.",NA,NA,"brachypterus (Temminck, 1840)|rohui O. Thomas, 1902|verecundus (Chasen, 1940)",NA,NA,NA,NA,NA,Narrow-winged Brown Bat;Narrow-winged Pipistrelle;Short-winged Pipistrelle,Asia|Oceania,Indomalaya|Australasia,LC,0,0,0,Philetor_brachypterus,0,sciname match,Philetor_brachypterus,0,NA,Temminck,"(Temminck, 1840)",mdd:1005769,Mammalia,Philetor brachypterus
Tylonycteris_pachypus,1005779,23,Sunda Lesser Bamboo Bat,Club-footed Bat|Flat-headed Bat|Lesser Bamboo Bat|Lesser Flat-headed Bat,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,NA,pachypus,Temminck,1840,1,Vespertilio pachypus,"Temminck, C.J. 1840. Livraison 3. Pp. 141–272 in Temminck, C.J. 1835-1841. Monographies de Mammalogie. Tome second. C. C. van der Hoek, Leiden, 392 pp.",https://archive.org/details/monographiedema00temmgoog/page/140/mode/2up,"BMNH:Mamm:1844.4.4.224, RMNH.MAM.35241, RMNH.MAM.35242, RMNH.MAM.35243, RMNH.MAM.35245, RMNH.MAM.35246, RMNH.MAM.35247, RMNH.MAM.35248, RMNH.MAM.35249, RMNH.MAM.35250, RMNH.MAM.35251, RMNH.MAM.35252, RMNH.MAM.39049, ZMB 2569a, ZMB 2569b, ZMB 2569c, ZMB 2569d, SMF 12389",syntypes,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35241 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35242 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35243 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35245 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35246 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35247 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35248 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35249 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35250 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35251 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.35252 | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.39049,"""Bantam,"" West Java, Indonesia.",NA,NA,"pachypus (Temminck, 1840)|meyeri W. C. H. Peters, 1872|bhaktii Oei Hong Peng, 1960",previously included T. fulvida,"Tu, V. T., Csorba, G., Ruedi, M., Furey, N. M., Son, N. T., Thong, V. D., ... & Hassanin, A. (2017). Comparative phylogeography of bamboo bats of the genus Tylonycteris (Chiroptera, Vespertilionidae) in Southeast Asia. European Journal of Taxonomy, 274, 1-38.",NA,NA,NA,Club-footed Bat;Flat-headed Bat;Lesser Bamboo Bat;Lesser Flat-headed Bat,Asia|Oceania,Indomalaya,LC,0,0,0,Tylonycteris_pachypus,0,sciname match,Tylonycteris_pachypus,0,NA,Temminck,"(Temminck, 1840)",mdd:1005779,Mammalia,Tylonycteris pachypus
Tylonycteris_robustula,1005781,23,Sumatran Greater Bamboo Bat,Greater Bamboo Bat|Greater Flat-headed Bat,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Vespertilioniformes,NA,NA,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,NA,robustula,O. Thomas,1915,0,Tylonycteris robustula,"Thomas, O. 1915-02-01. On bats of the genera _Nyctalus_, _Tylonycteris_, and _Pipistrellus_. Annals and Magazine of Natural History (8)15(86):225-232.",https://www.biodiversitylibrary.org/page/24255797,BMNH:Mamm:1911.1.18.8,holotype,https://data.nhm.ac.uk/object/6d95c814-4421-4330-b343-953ab9c5ee40,"""Upper Sarawak, Borneo,"" Malaysia.",NA,NA,"robustula O. Thomas, 1915",previously included T. malayana,"Tu, V. T., Csorba, G., Ruedi, M., Furey, N. M., Son, N. T., Thong, V. D., ... & Hassanin, A. (2017). Comparative phylogeography of bamboo bats of the genus Tylonycteris (Chiroptera, Vespertilionidae) in Southeast Asia. European Journal of Taxonomy, 274, 1-38.",NA,NA,NA,Greater Bamboo Bat;Greater Flat-headed Bat,Asia,Palearctic|Indomalaya|Australasia,LC,0,0,0,Tylonycteris_robustula,0,sciname match,Tylonycteris_robustula,0,NA,Thomas,"Thomas, 1915",mdd:1005781,Mammalia,Tylonycteris robustula
Manis_javanica,1005796,24,Sunda Pangolin,Malayan Pangolin,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Pholidota,NA,NA,NA,NA,Manidae,NA,NA,Manis,NA,javanica,A. G. Desmarest,1822,0,manis javanica,"Desmarest, A.G. 1822-07-06. Mammalogie ou description des espèces de mammifères. Seconde partie, contenant les ordres des rongeurs, des édentés, des pachydermes, des ruminans et des cétacés. Veuve Agasse, Paris, 277-555 pp.",https://www.biodiversitylibrary.org/page/39521821,NA,NA,NA,"Java, Indonesia.",NA,NA,"javanica A. G. Desmarest, 1822|leptura E. Blyth, 1842|aspera Sundevall, 1843|leucura E. Blyth, 1847|guy Focillon, 1850|guyi J. A. Wagner, 1853 [unjustified emendation]|sumatrensis Ludeking, 1862|javana (J. E. Gray, 1865)|gouyi (Fitzinger, 1872) [unjustified emendation]|labuana (Fitzinger, 1872)|malaccensis (Fitzinger, 1872)|labuanensis (Medway, 1965) [incorrect subsequent spelling]",NA,NA,NA,NA,NA,Malayan Pangolin,Asia,Indomalaya,CR,0,0,0,Manis_javanica,0,sciname match,Manis_javanica,0,NA,Desmarest,"Desmarest, 1822",mdd:1005796,Mammalia,Manis javanica
Mydaus_javanensis,1005813,25,Sunda Stink Badger,Malayan Stink Badger|Sunda Skunk Badger|Teledu,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Arctoidea,NA,Musteloidea,Mephitidae,Myadinae,NA,Mydaus,NA,javanensis,A. G. Desmarest,1818,1,Mephitis javanensis,"Desmarest, A.G. 1818. MOUFETTE, _Mephitis_. Pp. 512–520 in Anonymous. (eds.). Nouveau dictionnaire d'histoire naturelle. Nouvelle Édition. Tome XXI. Deterville, Nouveau Dictionnaire d'Histoire Naturelle, 612 pp.",https://www.biodiversitylibrary.org/page/18040708,MNHN (number not known),syntypes,NA,"""l'île de Java"". [Indonesia, Java].",NA,NA,"javanensis (A. G. Desmarest, 1818)|meliceps F. Cuvier in É. Geoffroy Saint-Hilaire & F. Cuvier, 1821|foetidus (J. E. Gray, 1865) [not used as valid]|lucifer O. Thomas, 1902|ollula O. Thomas, 1902|montanus Moulton, 1921|luciferoides Lönnberg & Mjöberg, 1925",NA,NA,NA,NA,NA,Malayan Stink Badger;Sunda Skunk Badger;Teledu,Asia,Indomalaya,LC,0,0,0,Mydaus_javanensis,0,sciname match,Mydaus_javanensis,0,NA,Desmarest,"(Desmarest, 1818)",mdd:1005813,Mammalia,Mydaus javanensis
Martes_flavigula,1005819,25,Yellow-throated Marten,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Arctoidea,NA,Musteloidea,Mustelidae,Guloninae,NA,Martes,NA,flavigula,P. Boddaert,1785,1,Mustela flavigula,"Boddaert, P. 1785. Elenchus Animalium. Volumen I. Sistens quadrupedia huc usque nota, eorumque varietates. C.R. Hake, Rotterdam, 174 pp.",https://www.biodiversitylibrary.org/page/28230052,NA,NA,NA,Nepal.,NA,NA,"flavigula (P. Boddaert, 1785)|melina (Kerr, 1792)|leucotis (Bechstein, 1799)|quadricolor (G. K. Shaw, 1800)|aterrima (Pallas, 1811)|hardwickii (Horsfield, 1828)|chrysogaster (C. H. Smith, 1842)|henrici (H. R. Schinz, 1845)|borealis (von Radde, 1862)|chrysospila Swinhoe, 1866|xanthospila Swinhoe, 1871|lasiotis (Jentink, 1892) [not used as valid]|kuatunensis (Bonhote, 1901)|peninsularis (Bonhote, 1901)|typica (Bonhote, 1901) [nomen novum]|szetchuensis (Hilzheimer, 1910)|indochinensis Kloss, 1916|koreana (Mori, 1922)|melli (Matschie, 1922)|yuenshanensis (Shih, 1930)|saba Chasen & Kloss, 1932|robinsoni (Pocock, 1936)|szetchunensis (Pocock, 1936) [incorrect subsequent spelling]|tyrannus (Colbert & Hooijer, 1953)|hainana Hsu & Wu Jiayan, 1981",NA,NA,NA,NA,NA,NA,Asia,Palearctic|Indomalaya,LC,0,0,0,Martes_flavigula,0,sciname match,Martes_flavigula,0,NA,Boddaert,"(Boddaert, 1785)",mdd:1005819,Mammalia,Martes flavigula
